drugid,name
DB09016,"(±)-3-(10,11-dihydro-5H-dibenzo[a,d]cycloheptene-5-yl)-N,N,2-trimethylpropan-1-amine"
DB09021,"N-Methyl-9,10-ethanoanthracene-9(10H)-methanamine"
DB09024,Follitrophin alfa
DB09024,Follitrophin alpha
DB09024,Follitropin alfa
DB09024,Follitropin alpha
DB09024,FSH alpha
DB09024,FSH-a
DB09024,FSH-A
DB09024,rFSH-alpha
DB09031,HDPC
DB09031,hexadecyl 2-(trimethylazaniumyl)ethyl phosphate
DB09031,Hexadecylphosphocholine
DB09031,Hexadecylphosphorylcholine
DB09031,Miltefosin
DB09031,Miltefosina
DB09031,Miltéfosine
DB09031,Miltefosine
DB09031,Monohexadecylphosphocholine
DB09031,Monohexadecylphosphorylcholine
DB09040,"(2R,3R)-2-(2,4-Difluorophenyl)-3-(4-methylene-1-piperidinyl)-1-(1H-1,2,4-triazol-1-yl)-2-butanol"
DB09041,"5-Fluoro-1,3-dihydro-1-hydroxy-2,1-benzoxaborole"
DB09041,"5-Fluoro-2,1-benzoxaborol-1(3H)-ol"
DB09047,"8-Cyano-1-cyclopropyl-6-fluoro-7-[(4aS,7aS)-hexahydropyrrolo[3,4-b][1,4]oxazin-6(2H)-yl]-4-oxo-1,4-dihydro-3-quinolinecarboxylic acid"
DB09047,gastrochinolon
DB09047,gastroquinolone
DB09051,N-acetylgalactosamine-6-sulfatase
DB09087,Potash alum
DB09087,Potassium aluminium sulfate
DB09088,1-(Dimetylaminometyl)-1-metylpropyl benzoate
DB09088,Amyléine
DB09088,Stovaine
DB09094,Podophyllum resin
DB09098,Somatrem (genetical recombination)
DB09106,HAES
DB09106,HES
DB09106,Hetastarch
DB09106,Hydroxyethyl starch 130/0.4
DB09110,2-mercaptoethane sulfonate Na
DB09115,Diiodohydroxyquin
DB09115,Iodoquinol
DB09121,Auromyose
DB09121,Gold thioglucose
DB09126,hCG
DB09126,Human chorionic gonadotropin
DB09127,dibasic sodium phosphate
DB09127,disodium hydrogenphosphate
DB09127,sodium phosphate dibasic
DB09129,chromium(3+) trichloride
DB09132,Gadoterate
DB09133,Iotalamic acid
DB09133,Iothalamate
DB09137,Mebrofenin
DB09137,Technetium (99mTc) mebrofenin
DB09138,Tc-99m Mdp
DB09138,Technetium (99mTc) medronic acid
DB09138,Technetium (99mTc) methylenediphosphonate
DB09138,Technetium Tc 99m medronate
DB09142,Cholecystokinin-pancreozymin
DB09144,Triacetyl uridine
DB09144,Triacetyluridine
DB09144,Vistonuridine
DB09145,Dihydrogen oxide
DB09148,Florbetaben F-18
DB09149,18F-AV-45
DB09149,Florbetapir F-18
DB09149,florbetapir-fluorine-18
DB09150,[18F]FDG
DB09150,18F-FDG
DB09150,FDG
DB09150,fludeoxyglucose F 18
DB09150,fluorodeoxyglucose
DB09160,Tc-99m tetrofosmin
DB09160,Technetium (99mTc) tetrofosmin
DB09161,Sestamibi
DB09161,Technetium (99mTc) sestamibi
DB09161,Technetium Tc 99m sestamibi
DB09161,tetrakis(2-methoxyisobutylisocyanide)copper(i) tetrafluoroborate
DB09163,Technetium (99mTc) exametazime
DB09164,Technetium Tc 99m Disofenin
DB09165,echnetium TC 99M Pyrophosphate
DB09167,Dothiepin
DB09170,beta-Hydroxythiofentanyl
DB09171,beta-Methylfentanyl
DB09171,Betamethylfentanyl
DB09173,Butyr-fentanyl
DB09173,Butyrylfentanyl
DB09177,Parafluorofentanyl
DB09178,"2,5-Dimethylfentanyl"
DB09180,Thiofentanyl
DB09190,Phthalapromine
DB09194,Clopradone
DB09194,Triazolinone
DB09203,(±)-Synephrine
DB09203,Oxedrine
DB09203,p-synephrine
DB09203,Sympatol
DB09208,Puricase
DB09222,Coagulation Factor I
DB09222,Factor I
DB09226,RP5000
DB09227,Mepirodipine
DB09237,Levoamlodipine
DB09237,S-amlodipine
DB09241,Basic Blue 9
DB09241,Methylene Blue anhydrous
DB09241,Methylthioninium chloride
DB09246,Mebamoxine
DB09249,2-octylhydrazine
DB09252,Pivalylbenzhydrazine
DB09252,Pivazide
DB09253,Safra
DB09259,Reviparin sodium
DB09260,Parnaparin sodium
DB09263,Patiromer FOS
DB09266,Technetium (99mTc) tilmanocept
DB09266,Technetium Tc 99m Tilmanocept
DB09268,Sodium picosulphate
DB09269,benzeneacetic acid
DB09269,α-toluic acid
DB09269,ω-phenylacetic acid
DB09270,Coenzyme Q-10
DB09273,Doxophylline
DB09276,Gold sodium thiomalate
DB09278,Activated carbon
DB09278,"Carbon, Activated"
DB09278,"Charcoal, Activated"
DB09278,Medicinal carbon
DB09286,Carpiperone
DB09286,Floropipamide
DB09286,Fluoropipamide
DB09287,Macrogol
DB09287,Macrogol 3350
DB09287,Macrogol 4000
DB09287,Macrogol 6000
DB09287,PEG
DB09287,PEO
DB09287,POE
DB09287,polyethylene glycol 3350
DB09287,polyethylene glycol 4000
DB09287,polyethylene glycol 6000
DB09287,polyethylene oxide
DB09287,polyoxyethylene
DB09291,"(5S,8S)-8- { [(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]methyl]}-8-phenyl- 1,7-diazaspiro[4.5]decan-2-one monohydrochloride monohydrate"
DB09291,Rolapitant HCl
DB09291,Rolapitant hydrochloride
DB09293,Sodium iodide I 131
DB09293,Sodium iodide I131
DB09297,Veruprevir
DB09298,Silybin
DB09298,Silymarin
DB09300,"[7(S)-(1α,2β,4β,5α,7β)]-9-butyl-7-(3-hydroxy- 1-oxo-2-phenylpropoxy)-9-methyl-3-oxa- 9-azonitricyclo[3.3.1.0(2,4)]nonane"
DB09300,Butylhyoscine
DB09300,Butylscopolamine
DB09300,Butylscopolaminebromide
DB09300,Hyoscine butylbromide
DB09306,Incasan
DB09306,Inkazan
DB09307,Hydroxymaprotiline
DB09310,Factor XIII A-Subunit (Recombinant)
DB09311,Calcium Polycarbophil
DB09312,eATG
DB09312,equine ATG
DB09312,equine thymocyte immune globulin
DB09314,Technetium (99mTc) sodium pertechnetate
DB09315,Xenon (133Xe) gas
DB09315,Xenon XE-133
DB09316,thallium monochloride
DB09316,Thallium(I) chloride
DB09316,Thallous Chloride Tl-201
DB01148,Flavoxate
DB00575,Clonidine
DB00160,L-Alanine
DB00570,Vinblastine
DB00909,Zonisamide
DB01143,Amifostine
DB00332,Ipratropium bromide
DB00242,Cladribine
DB00443,Betamethasone
DB00754,Ethotoin
DB00176,Fluvoxamine
DB01064,Isoprenaline
DB00302,Tranexamic Acid
DB01202,Levetiracetam
DB01400,Neostigmine
DB00334,Olanzapine
DB00374,Treprostinil
DB00776,Oxcarbazepine
DB00906,Tiagabine
DB00631,Clofarabine
DB00286,Conjugated Estrogens
DB01210,Levobunolol
DB01356,Lithium
DB01275,Hydralazine
DB00167,L-Isoleucine
DB00593,Ethosuximide
DB00903,Ethacrynic acid
DB01018,Guanfacine
DB00262,Carmustine
DB01109,Heparin
DB00630,Alendronate
DB00692,Phentolamine
DB00586,Diclofenac
DB00122,Choline
DB00540,Nortriptyline
DB01005,Hydroxyurea
DB00773,Etoposide
DB01128,Bicalutamide
DB01162,Terazosin
DB00549,Zafirlukast
DB01185,Fluoxymesterone
DB01019,Bethanechol
DB00307,Bexarotene
DB00945,Acetylsalicylic acid
DB01033,Mercaptopurine
DB00401,Nisoldipine
DB00861,Diflunisal
DB01359,Penbutolol
DB00767,Benzquinamide
DB00697,Tizanidine
DB01234,Dexamethasone
DB00284,Acarbose
DB01181,Ifosfamide
DB00380,Dexrazoxane
DB00195,Betaxolol
DB01045,Rifampicin
DB01136,Carvedilol
DB00491,Miglitol
DB00806,Pentoxifylline
DB00608,Chloroquine
DB00952,Naratriptan
DB00289,Atomoxetine
DB00519,Trandolapril
DB00563,Methotrexate
DB00695,Furosemide
DB00557,Hydroxyzine
DB01110,Miconazole
DB00747,Scopolamine
DB00165,Pyridoxine
DB00458,Imipramine
DB00997,Doxorubicin
DB01294,Bismuth Subsalicylate
DB00331,Metformin
DB00190,Carbidopa
DB00445,Epirubicin
DB00733,Pralidoxime
DB00244,Mesalazine
DB01259,Lapatinib
DB00731,Nateglinide
DB01068,Clonazepam
DB00163,Vitamin E
DB00800,Fenoldopam
DB00178,Ramipril
DB00295,Morphine
DB00741,Hydrocortisone
DB00343,Diltiazem
DB01255,Lisdexamfetamine
DB00316,Acetaminophen
DB00887,Bumetanide
DB00996,Gabapentin
DB00476,Duloxetine
DB00928,Azacitidine
DB01073,Fludarabine
DB00279,Liothyronine
DB00397,Phenylpropanolamine
DB00716,Nedocromil
DB00580,Valdecoxib
DB00898,Ethanol
DB00808,Indapamide
DB00475,Chlordiazepoxide
DB01194,Brinzolamide
DB00715,Paroxetine
DB00758,Clopidogrel
DB00627,Niacin
DB00240,Alclometasone
DB01151,Desipramine
DB00988,Dopamine
DB00661,Verapamil
DB06287,Temsirolimus
DB01008,Busulfan
DB00653,Magnesium Sulfate
DB00590,Doxazosin
DB01217,Anastrozole
DB01101,Capecitabine
DB00203,Sildenafil
DB00724,Imiquimod
DB00820,Tadalafil
DB00440,Trimethoprim
DB01003,Cromoglicic acid
DB00494,Entacapone
DB00960,Pindolol
DB00545,Pyridostigmine
DB00368,Norepinephrine
DB00908,Quinidine
DB00871,Terbutaline
DB00213,Pantoprazole
DB00537,Ciprofloxacin
DB00571,Propranolol
DB00436,Bendroflumethiazide
DB00351,Megestrol acetate
DB01088,Iloprost
DB00153,Ergocalciferol
DB01176,Cyclizine
DB00222,Glimepiride
DB00668,Epinephrine
DB01075,Diphenhydramine
DB00433,Prochlorperazine
DB00437,Allopurinol
DB00853,Temozolomide
DB00843,Donepezil
DB00214,Torasemide
DB00918,Almotriptan
DB00481,Raloxifene
DB00490,Buspirone
DB01367,Rasagiline
DB00215,Citalopram
DB00201,Caffeine
DB00497,Oxycodone
DB01577,Methamphetamine
DB00384,Triamterene
DB00783,Estradiol
DB00379,Mexiletine
DB00515,Cisplatin
DB00851,Dacarbazine
DB00635,Prednisone
DB00264,Metoprolol
DB00421,Spironolactone
DB01050,Ibuprofen
DB01083,Orlistat
DB00968,Methyldopa
DB00523,Alitretinoin
DB00285,Venlafaxine
DB00313,Valproic Acid
DB00492,Fosinopril
DB00591,Fluocinolone Acetonide
DB00412,Rosiglitazone
DB00619,Imatinib
DB00175,Pravastatin
DB00987,Cytarabine
DB00755,Tretinoin
DB00541,Vincristine
DB00323,Tolcapone
DB01378,Magnesium
DB00860,Prednisolone
DB00929,Misoprostol
DB01006,Letrozole
DB01189,Desflurane
DB00162,Vitamin A
DB00533,Rofecoxib
DB01192,Oxymorphone
DB00734,Risperidone
DB01182,Propafenone
DB00508,Triflupromazine
DB04861,Nebivolol
DB00620,Triamcinolone
DB00775,Tirofiban
DB00371,Meprobamate
DB01099,Flucytosine
DB00924,Cyclobenzaprine
DB00327,Hydromorphone
DB01098,Rosuvastatin
DB00181,Baclofen
DB00444,Teniposide
DB00180,Flunisolide
DB00706,Tamsulosin
DB01233,Metoclopramide
DB00500,Tolmetin
DB00624,Testosterone
DB00390,Digoxin
DB00501,Cimetidine
DB00268,Ropinirole
DB00367,Levonorgestrel
DB00794,Primidone
DB04844,Tetrabenazine
DB01291,Pirbuterol
DB00694,Daunorubicin
DB00883,Isosorbide Dinitrate
DB00186,Lorazepam
DB00305,Mitomycin
DB00396,Progesterone
DB01017,Minocycline
DB00208,Ticlopidine
DB00655,Estrone
DB01169,Arsenic trioxide
DB01016,Glyburide
DB00583,L-Carnitine
DB00216,Eletriptan
DB00115,Cyanocobalamin
DB00612,Bisoprolol
DB01320,Fosphenytoin
DB01296,Glucosamine
DB00839,Tolazamide
DB00482,Celecoxib
DB00736,Esomeprazole
DB00035,Desmopressin
DB01157,Trimetrexate
DB00787,Aciclovir
DB00990,Exemestane
DB00957,Norgestimate
DB01248,Docetaxel
DB00472,Fluoxetine
DB00399,Zoledronate
DB00712,Flurbiprofen
DB00353,Methylergometrine
DB01124,Tolbutamide
DB01203,Nadolol
DB01174,Phenobarbital
DB00281,Lidocaine
DB00788,Naproxen
DB00710,Ibandronate
DB01327,Cefazolin
DB00328,Indomethacin
DB01268,Sunitinib
DB00204,Dofetilide
DB00333,Methadone
DB00675,Tamoxifen
DB00717,Norethindrone
DB00535,Cefdinir
DB00554,Piroxicam
DB01399,Salsalate
DB01193,Acebutolol
DB01225,Enoxaparin
DB00449,Dipivefrin
DB00983,Formoterol
DB00999,Hydrochlorothiazide
DB01043,Memantine
DB00388,Phenylephrine
DB00338,Omeprazole
DB01231,Diphenidol
DB00542,Benazepril
DB01262,Decitabine
DB01014,Balsalazide
DB00548,Azelaic Acid
DB00816,Orciprenaline
DB00245,Benzatropine
DB00993,Azathioprine
DB00765,Metyrosine
DB00502,Haloperidol
DB00594,Amiloride
DB00282,Pamidronate
DB01186,Pergolide
DB01254,Dasatinib
DB00757,Dolasetron
DB00669,Sumatriptan
DB00682,Warfarin
DB00471,Montelukast
DB00912,Repaglinide
DB01086,Benzocaine
DB00270,Isradipine
DB01080,Vigabatrin
DB00373,Timolol
DB00287,Travoprost
DB00536,Guanidine
DB00573,Fenoprofen
DB00869,Dorzolamide
DB00764,Mometasone
DB00864,Tacrolimus
DB00852,Pseudoephedrine
DB00304,Desogestrel
DB00657,Mecamylamine
DB00936,Salicylic acid
DB01042,Melphalan
DB00346,Alfuzosin
DB00829,Diazepam
DB00408,Loxapine
DB00422,Methylphenidate
DB00876,Eprosartan
DB00017,Salmon Calcitonin
DB00441,Gemcitabine
DB00687,Fludrocortisone
DB00404,Alprazolam
DB00569,Fondaparinux sodium
DB01137,Levofloxacin
DB01175,Escitalopram
DB01076,Atorvastatin
DB00140,Riboflavin
DB00790,Perindopril
DB01224,Quetiapine
DB01118,Amiodarone
DB00126,Vitamin C
DB01261,Sitagliptin
DB00206,Reserpine
DB01039,Fenofibrate
DB00585,Nizatidine
DB00532,Mephenytoin
DB01067,Glipizide
DB00722,Lisinopril
DB00810,Biperiden
DB00603,Medroxyprogesterone Acetate
DB00252,Phenytoin
DB00644,Gonadorelin
DB00419,Miglustat
DB00398,Sorafenib
DB00598,Labetalol
DB01188,Ciclopirox
DB01219,Dantrolene
DB00357,Aminoglutethimide
DB01069,Promethazine
DB00745,Modafinil
DB02546,Vorinostat
DB01410,Ciclesonide
DB03904,Urea
DB00881,Quinapril
DB00257,Clotrimazole
DB00572,Atropine
DB00904,Ondansetron
DB00182,Amphetamine
DB00530,Erlotinib
DB00814,Meloxicam
DB00559,Bosentan
DB00335,Atenolol
DB00382,Tacrine
DB00771,Clidinium
DB01221,Ketamine
DB00696,Ergotamine
DB01020,Isosorbide Mononitrate
DB01216,Finasteride
DB00484,Brimonidine
DB05259,Glatiramer Acetate
DB00678,Losartan
DB00674,Galantamine
DB01204,Mitoxantrone
DB00387,Procyclidine
DB01228,Encainide
DB00989,Rivastigmine
DB01351,Amobarbital
DB00679,Thioridazine
DB00273,Topiramate
DB00721,Procaine
DB01113,Papaverine
DB00067,Vasopressin
DB00982,Isotretinoin
DB00927,Famotidine
DB01095,Fluvastatin
DB00318,Codeine
DB00691,Moexipril
DB01196,Estramustine
DB00007,Leuprolide
DB00211,Midodrine
DB01001,Salbutamol
DB00880,Chlorothiazide
DB00552,Pentostatin
DB01013,Clobetasol propionate
DB00966,Telmisartan
DB01009,Ketoprofen
DB00921,Buprenorphine
DB00091,Cyclosporine
DB01576,Dextroamphetamine
DB00550,Propylthiouracil
DB00588,Fluticasone Propionate
DB00393,Nimodipine
DB00125,L-Arginine
DB00275,Olmesartan
DB00177,Valsartan
DB01177,Idarubicin
DB00605,Sulindac
DB00381,Amlodipine
DB00521,Carteolol
DB01579,Phendimetrazine
DB01167,Itraconazole
DB00414,Acetohexamide
DB00651,Dyphylline
DB00364,Sucralfate
DB00863,Ranitidine
DB00361,Vinorelbine
DB00376,Trihexyphenidyl
DB00822,Disulfiram
DB01035,Procainamide
DB01238,Aripiprazole
DB01122,Ambenonium
DB00804,Dicyclomine
DB01223,Aminophylline
DB00672,Chlorpropamide
DB00320,Dihydroergotamine
DB00650,Leucovorin
DB00280,Disopyramide
DB01364,Ephedrine
DB00555,Lamotrigine
DB01406,Danazol
DB00744,Zileuton
DB01105,Sibutramine
DB01242,Clomipramine
DB01165,Ofloxacin
DB00905,Bimatoprost
DB01132,Pioglitazone
DB00199,Erythromycin
DB00953,Rizatriptan
DB03796,Palmitic Acid
DB00654,Latanoprost
DB01403,Methotrimeprazine
DB00564,Carbamazepine
DB00813,Fentanyl
DB00363,Clozapine
DB00604,Cisapride
DB00350,Minoxidil
DB01104,Sertraline
DB00907,Cocaine
DB00413,Pramipexole
DB01173,Orphenadrine
DB01029,Irbesartan
DB00014,Goserelin
DB01267,Paliperidone
DB01197,Captopril
DB00868,Benzonatate
DB01200,Bromocriptine
DB01115,Nifedipine
DB00884,Risedronate
DB00992,Methyl aminolevulinate
DB01133,Tiludronate
DB00762,Irinotecan
DB00385,Valrubicin
DB00547,Desoximetasone
DB01235,Levodopa
DB00958,Carboplatin
DB01142,Doxepin
DB00227,Lovastatin
DB01023,Felodipine
DB00114,Pyridoxal Phosphate
DB01125,Anisindione
DB00933,Mesoridazine
DB00901,Bitolterol
DB00524,Metolazone
DB01030,Topotecan
DB00949,Felbamate
DB00464,Sodium Tetradecyl Sulfate
DB00584,Enalapril
DB00434,Cyproheptadine
DB00977,Ethinyl Estradiol
DB00848,Levamisole
DB00277,Theophylline
DB00759,Tetracycline
DB00959,Methylprednisolone
DB00407,Ardeparin
DB01590,Everolimus
DB04272,Citric Acid
DB00727,Nitroglycerin
DB00795,Sulfasalazine
DB00461,Nabumetone
DB06285,Teriparatide
DB00226,Guanadrel
DB00337,Pimecrolimus
DB00454,Pethidine
DB00991,Oxaprozin
DB01195,Flecainide
DB00188,Bortezomib
DB00544,Fluorouracil
DB00956,Hydrocodone
DB00831,Trifluoperazine
DB01161,Chloroprocaine
DB01240,Epoprostenol
DB00937,Diethylpropion
DB00457,Prazosin
DB00844,Nalbuphine
DB00356,Chlorzoxazone
DB01070,Dihydrotachysterol
DB09026,Aliskiren
DB00749,Etodolac
DB00218,Moxifloxacin
DB00424,Hyoscyamine
DB01214,Metipranolol
DB01085,Pilocarpine
DB00527,Cinchocaine
DB00640,Adenosine
DB00641,Simvastatin
DB00354,Buclizine
DB00647,Dextropropoxyphene
DB00104,Octreotide
DB01427,Amrinone
DB00477,Chlorpromazine
DB00169,Cholecalciferol
DB00210,Adapalene
DB00796,Candesartan
DB01072,Atazanavir
DB00917,Dinoprostone
DB00714,Apomorphine
DB00468,Quinine
DB01129,Rabeprazole
DB01222,Budesonide
DB00763,Methimazole
DB00686,Pentosan Polysulfate
DB00915,Amantadine
DB00611,Butorphanol
DB00480,Lenalidomide
DB00221,Isoetarine
DB01062,Oxybutynin
DB00489,Sotalol
DB00428,Streptozocin
DB00131,Adenosine monophosphate
DB00969,Alosetron
DB00889,Granisetron
DB00248,Cabergoline
DB00642,Pemetrexed
DB01156,Bupropion
DB01170,Guanethidine
DB00278,Argatroban
DB00451,Levothyroxine
DB00899,Remifentanil
DB00255,Diethylstilbestrol
DB00232,Methyclothiazide
DB00191,Phentermine
DB00465,Ketorolac
DB00882,Clomifene
DB01244,Bepridil
DB01063,Acetophenazine
DB01241,Gemfibrozil
DB00963,Bromfenac
DB00659,Acamprosate
DB00819,Acetazolamide
DB00623,Fluphenazine
DB00938,Salmeterol
DB01395,Drospirenone
DB00297,Bupivacaine
DB00246,Ziprasidone
DB00514,Dextromethorphan
DB00136,Calcitriol
DB00187,Esmolol
DB00366,Doxylamine
DB00448,Lansoprazole
DB00241,Butalbital
DB00998,Frovatriptan
DB00846,Flurandrenolide
DB00596,Halobetasol Propionate
DB00290,Bleomycin
DB00704,Naltrexone
DB00325,Nitroprusside
DB01232,Saquinavir
DB00315,Zolmitriptan
DB00975,Dipyridamole
DB00499,Flutamide
DB01260,Desonide
DB00310,Chlorthalidone
DB00230,Pregabalin
DB00324,Fluorometholone
DB00308,Ibutilide
DB00321,Amitriptyline
DB01229,Paclitaxel
DB01394,Colchicine
DB00947,Fulvestrant
DB01041,Thalidomide
DB00865,Benzphetamine
DB00010,Sermorelin
DB00622,Nicardipine
DB00925,Phenoxybenzamine
DB01677,Fumarate
DB00352,Tioguanine
DB01120,Gliclazide
DB00939,Meclofenamic acid
DB01058,Praziquantel
DB00179,Masoprocol
DB01551,Dihydrocodeine
DB00637,Astemizole
DB00995,Auranofin
DB00342,Terfenadine
DB00193,Tramadol
DB00470,Dronabinol
DB01623,Thiothixene
DB01002,Levobupivacaine
DB00636,Clofibrate
DB00652,Pentazocine
DB00707,Porfimer
DB00394,Beclomethasone
DB00750,Prilocaine
DB03685,Uridine-5'-Monophosphate
DB00429,Carboprost Tromethamine
DB00319,Piperacillin
DB04286,beta-D-Ribopyranose
DB00713,Oxacillin
DB08868,Fingolimod
DB04115,Berberine
DB06777,Chenodeoxycholic acid
DB01880,"3,4-Dihydroxycinnamic Acid"
DB01319,Fosamprenavir
DB03429,Cardiolipin
DB03570,Tris-Hydroxymethyl-Methyl-Ammonium
DB01698,Rutin
DB00220,Nelfinavir
DB03875,"Delta-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)"
DB00168,Aspartame
DB02835,"Alpha-D-Glucose 1,6-Bisphosphate"
DB00197,Troglitazone
DB07764,FLUORESCIN
DB08592,"4-{[4-({4-[(E)-2-cyanoethenyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile"
DB07081,"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE"
DB08936,Chlorcyclizine
DB04465,Lactose
DB03031,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Octyl-Amide
DB08377,PARA-NITROPHENYL PHOSPHONOBUTANOYL D-ALANINE
DB02279,Benzoylformic Acid
DB00811,Ribavirin
DB06616,Bosutinib
DB00478,Rimantadine
DB01212,Ceftriaxone
DB04137,Guanosine-5'-Triphosphate
DB03765,Cytidine-2'-Monophosphate
DB03435,Uridine-5'-Diphosphate
DB01713,Udp-Alpha-D-Xylopyranose
DB02053,Ribose-5-Phosphate
DB02113,6-Methylpurine
DB00378,Dydrogesterone
DB05137,Lobeline
DB06581,Bevirimat
DB03034,Dextrofloxacine
DB00326,Calcium Gluceptate
DB03587,Pyruvoyl Group
DB01012,Cinacalcet
DB02507,4-Hydroxy-3-[(1s)-3-Oxo-1-Phenylbutyl]-2h-Chromen-2-One
DB01642,O1-Methyl-Glucose
DB04256,4-(1-Amino-1-Carboxy-Ethyl)-Benzoic Acid
DB00238,Nevirapine
DB07854,N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE
DB01914,D-Glucose in Linear Form
DB05383,pimagedine HCl
DB03879,Alpha-L-Methyl-Fucose
DB03567,N-Acetyl-2-Deoxy-2-Amino-Galactose
DB08567,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine"
DB02024,3-phenylpropionic acid
DB03563,Tetradecane
DB09003,Clocapramine
DB02079,(Aminooxy)Acetic Acid
DB00879,Emtricitabine
DB00768,Olopatadine
DB04876,Vildagliptin
DB00455,Loratadine
DB00157,NADH
DB03297,Benzylsulfinic Acid
DB02453,Trihydroxyantimonite(Iii)
DB04728,Lividomycin A
DB07924,octyl beta-D-galactopyranoside
DB02731,Thimerosal
DB00146,Calcidiol
DB03652,L-Glucuronic Acid
DB04353,{(1s)-1-Benzyl-4-[3-Carbamoyl-1-(1-Carbamoyl-2-Phenyl-Ethylcarbamoyl)-(S)-Propylcarbamoyl]-2-Oxo-5-Phenyl-Pentyl}-Carbamic Acid Tert-Butyl Ester
DB01936,Ribose
DB04422,2-Amino-4-Mercapto-Butyric Acid
DB01759,5-Hydroxy-2-(Hydroxymethyl)-4h-Pyran-4-One
DB02134,Xanthine
DB03322,1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol
DB02000,Gamma-Phenyl-Butyric Acid
DB03454,"3-methyl-benzene-1,2-diol"
DB03313,Cephalosporin C
DB02659,Cholic Acid
DB00496,Darifenacin
DB01198,Zopiclone
DB06268,Sitaxentan
DB05381,histamine dihydrochloride
DB06267,Udenafil
DB02429,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide
DB04557,Arachidonic Acid
DB00198,Oseltamivir
DB03041,Udp-Glucuronic Acid
DB01211,Clarithromycin
DB01426,Ajmaline
DB03156,D-Glucuronic Acid
DB00132,Alpha-Linolenic Acid
DB02456,Cytosine Arabinose-5'-Phosphate
DB00355,Aztreonam
DB01424,Aminophenazone
DB03217,DPI59
DB07101,"N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide"
DB08772,"3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID"
DB01127,Econazole
DB08740,"CYCLOHEXYLMETHYL-2,3-DIHYDROXY-5-METHYL-HEXYLAMIDE"
DB07191,"4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE"
DB01515,Benzoylecgonine
DB01283,Lumiracoxib
DB06902,4-(1-methyl-1-phenylethyl)phenol
DB07899,(2S) N-ACETYL-L-ALANYL-ALPHAL-PHENYLALANYL-CHLOROETHYLKETONE
DB03911,L-Xylopyranose
DB06623,Flupirtine
DB02794,N-[5'-O-Phosphono-Ribofuranosyl]-2-[2-Hydroxy-2-[4-[Glutamic Acid]-N-Carbonylphenyl]-3-[2-Amino-4-Hydroxy-Quinazolin-6-Yl]-Propanylamino]-Acetamide
DB00442,Entecavir
DB05083,TMC278
DB02978,Beta-Hydroxyleucine
DB01566,"3,4-Methylenedioxy-N-ethylamphetamine"
DB03229,2-Oxo-4-Methylpentanoic Acid
DB03859,1-Thio-Beta-D-Glucopyranose
DB02691,N-Cholylglycine
DB07690,"(3ALPHA,5BETA,12ALPHA)-3,12-DIHYDROXYCHOLAN-24-OIC ACID"
DB01627,Lincomycin
DB01830,"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid"
DB01489,Camazepam
DB03934,Protoporphyrin Ix Containing Zn
DB08882,Linagliptin
DB01972,Guanosine-5'-Monophosphate
DB00425,Zolpidem
DB00994,Neomycin
DB01783,Pantothenic acid
DB03158,"D-Myo-Inositol-1,4-Bisphosphate"
DB06216,Asenapine
DB00610,Metaraminol
DB02639,4-Methylumbelliferyl-Alpha-D-Glucose
DB02792,Deglucobalhimycin
DB04581,1-benzylimidazole
DB01837,O-Acetylserine
DB00662,Trimethobenzamide
DB01522,Betacetylmethadol
DB01179,Podofilox
DB01996,3-Methylpyridine
DB00509,Dextrothyroxine
DB00205,Pyrimethamine
DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid
DB01894,5-N-Acetyl-Alpha-D-Neuraminic Acid
DB07866,"(5S)-2-(cyclooctylamino)-5-methyl-5-propyl-1,3-thiazol-4(5H)-one"
DB06775,Carglumic Acid
DB00854,Levorphanol
DB05482,LE-SN38
DB05665,SCH-503034
DB00438,Ceftazidime
DB03107,Beta-Alanine
DB05343,ONO-2506
DB00962,Zaleplon
DB00375,Colestipol
