?drugid	?name
DB01243	"5,7-Dichloro-8-oxyquinoline"@en
DB01243	"5,7-Dichloro-8-quinolinol"@en
DB01243	"5,7-Dichlorooxine"@en
DB01243	"5,7-Dichloroxine"@en
DB01243	"Chlorquinol"@en
DB01243	"CHQ"@en
DB01245	"Decamethonium"@en
DB01245	"DECAMETHONIUM ion"@en
DB01245	"Decamethonum"@en
DB01245	"Decamethylenebis(trimethylammonium)"@en
DB01245	"N,N,N,N',n',n'-hexamethyl-1,10-decanediaminium"@en
DB01246	"Alimemazine"@en
DB01246	"Methylpromazine"@en
DB01246	"Repeltin"@en
DB01246	"Trimeprazine"@en
DB01252	"KAD-1229"@en
DB01252	"Mitiglinide calcium hydrate"@en
DB01260	"11beta,21-Dihydroxy-16alpha,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione"@en
DB01260	"11beta,21-Dihydroxy-16alpha,17-isopropylidenedioxypregna-1,4-diene-3,20-dione"@en
DB01260	"11beta,21-Dihydroxy-16alpha,17alpha-isopropylidenedioxypregna-1,4-diene-3,20-dione"@en
DB01260	"16alpha-Hydroxyprednisole-16,17-acetonide"@en
DB01260	"16alpha-Hydroxyprednisolone-16alpha,17-acetonide"@en
DB01260	"16alpha,17alpha-Isopropylidenedioxyprednisolone"@en
DB01260	"Desfluorotriamcinolone acetonide"@en
DB01260	"Desonida"@en
DB01260	"Desonidum"@en
DB01266	"Kunecatechins"@en
DB01270	"rhuFab V2"@en
DB01271	"Alpha-L-iduronate sulfate sulfatase"@en
DB01271	"Iduronate 2-sulfatase"@en
DB01272	"Acid maltase"@en
DB01272	"Acid-alpha glucosidase"@en
DB01272	"Aglucosidase alfa"@en
DB01272	"Aglucosidase alpha"@en
DB01272	"alpha-1,4-glucosidase"@en
DB01272	"Alpha-glucosidase"@en
DB01272	"Lysosomal Alpha-Glucosidase"@en
DB01279	"ARSB"@en
DB01279	"Arylsufatase B"@en
DB01283	"2-((2-chloro-6-Fluorophenyl)amino)-5-methylbenzeneacetic acid"@en
DB01283	"COX 189"@en
DB01283	"COX-189"@en
DB01283	"COX189"@en
DB01283	"Lumiracoxibum"@en
DB01283	"Prexige"@en
DB01289	"BAY-b-4231"@en
DB01289	"FBB-4231"@en
DB01289	"Glisoxepide"@en
DB01289	"RP-22410"@en
DB01289	"SID144205252"@en
DB01295	"(+-)-Bevantolol"@en
DB01295	"1-((2-(3,4-Dimethoxyphenyl)ethyl)amino)-3-(3-methylphenoxy)-2-propanol"@en
DB01295	"1-(3,4-Dimethoxyphenethylamino)-3-(m-tolyloxy)-2-propanol"@en
DB01295	"1-(3,4-Dimethoxyphenethylamino)-3-m-tolyloxy-propan-2-ol"@en
DB01295	"1-[2-(3,4-Dimethoxy-phenyl)-ethylamino]-3-m-tolyloxy-propan-2-ol"@en
DB01295	"Bevantololum"@en
DB01297	"(+-)-Practolol"@en
DB01297	"1-(4-Acetamidophenoxy)-3-isopropylamino-2-propanol"@en
DB01297	"4'-(2-Hydroxy-3-(isopropylamino)propoxy)acetanilide"@en
DB01297	"N-(4-(2-Hydroxy-3-((1-methylethyl)amino)propoxy)phenyl)acetamide"@en
DB01297	"Practololum"@en
DB01297	"Tocris-0831"@en
DB01299	"4-Sulfanilamido-5,6-dimethoxypyrimidine"@en
DB01299	"Sulfadoxina"@en
DB01299	"Sulfadoxine"@en
DB01299	"Sulfadoxinum"@en
DB01299	"Sulforthomidine"@en
DB01299	"Sulphadoxine"@en
DB01299	"Sulphormethoxine"@en
DB01301	"N-(1-Pyrrolidinylmethyl)-tetracycline"@en
DB01301	"N-(Pyrrolidinomethyl)tetracycline"@en
DB01301	"Pyrrolidino-methyl-tetracycline"@en
DB01301	"Reverin"@en
DB01301	"Rolitetraciclina"@en
DB01301	"Rolitetracyclinum"@en
DB01301	"Synterin"@en
DB01303	"Choline theophyllinate"@en
DB01303	"Choline theophylline"@en
DB01303	"Oxtriphylline"@en
DB01303	"Theocolin"@en
DB01303	"Theophyline - choline mixt"@en
DB01321	"Antibiotic yl-704 a3"@en
DB01321	"EN-141"@en
DB01321	"JM"@en
DB01321	"Josamicina"@en
DB01321	"Josamycine"@en
DB01321	"Josamycinum"@en
DB01321	"Kitasamycin a3"@en
DB01321	"Leucomycin A3"@en
DB01321	"Leucomycin v 3-acetate 4(b)-(3-methylbutanoate)"@en
DB01321	"Leucomycin v 3-acetate 4(beta)-(3-methylbutanoate)"@en
DB01321	"Leucomycin v 3-acetate 4b-(3-methylbutanoate)"@en
DB01321	"Leucomycin V, 3-acetate 4(sup B)-(3-methylbutanoate)"@en
DB01321	"Leucomycin V, 3-acetate 4(sup beta)-(3-methylbutanoate)"@en
DB01321	"Leucomycin V, 3-acetate 4B-(3-methylbutanoate)"@en
DB01321	"Turimycin a5"@en
DB01321	"yl-704 a3"@en
DB01324	"Renese"@en
DB01325	"Chinetazone"@en
DB01325	"Chinethazonum"@en
DB01325	"Hydromox"@en
DB01325	"Quinetazona"@en
DB01325	"Quinethazon"@en
DB01325	"Quinethazonum"@en
DB01336	"Dimethyltubocurarine"@en
DB01338	"Pipecurium"@en
DB01338	"Pipecuronium"@en
DB01342	"Forasartan"@en
DB01342	"SC-52458"@en
DB01345	"K"@en
DB01345	"Kalium"@en
DB01345	"Potassium alloy"@en
DB01345	"UN1420"@en
DB01345	"UN2257"@en
DB01347	"GR-138950"@en
DB01347	"GR-138950C"@en
DB01347	"Saprisartan"@en
DB01347	"Saprisartan potassium"@en
DB01348	"Renormax"@en
DB01348	"Spirapril"@en
DB01349	"ANA-756"@en
DB01349	"Tasosartan"@en
DB01349	"WAY-ana-756"@en
DB01352	"5-(1-Methylethyl)-5-(2-propenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione"@en
DB01352	"5-Allyl-5-isopropylbarbituric acid"@en
DB01352	"5-Allyl-5-isopropylpyrimidine-2,4,6(1H,3H,5H)-trione"@en
DB01352	"5-Isopropyl-5-allylbarbituric acid"@en
DB01352	"Allypropymal"@en
DB01352	"Alurate"@en
DB01352	"Aprobarbital"@en
DB01361	"TAO"@en
DB01361	"Triacetyloleandomycin"@en
DB01361	"Troleandomycin"@en
DB01370	"13Al"@en
DB01370	"Al"@en
DB01370	"Aluminio"@en
DB01370	"Aluminium"@en
DB01370	"Aluminum"@en
DB09020	"Bisacodilo"@en
DB09020	"Bisacodyl"@en
DB09020	"Bisacodyle"@en
DB09020	"Bisacodylum"@en
DB09020	"Dulcolax"@en
DB09020	"Phenol, 4,4'-(2-pyridinylmethylene)bis-, diacetate (ester)"@en
DB09020	"Spirolax"@en
DB06824	"TETA"@en
DB06824	"Trien"@en
DB06824	"Trientine"@en
DB01382	"Glidiazine"@en
DB01382	"Glymidine"@en
DB01384	"Dillar"@en
DB09277	"11C-choline"@en
DB09277	"11C-choline chloride"@en
DB01396	"Crystodigin (tn)"@en
DB01396	"Digitoksin"@en
DB01396	"Digitoxin"@en
DB01396	"Digitoxinum"@en
DB01396	"Digitoxoside"@en
DB01401	"Tricosal"@en
DB01405	"Temafloxacina"@en
DB01405	"Temafloxacine"@en
DB01405	"Temafloxacinum"@en
DB01412	"3,7-dihydro-3,7-Dimethyl-1H-purine-2,6-dione"@en
DB01412	"3,7-Dimethylpurine-2,6-dione"@en
DB01412	"3,7-Dimethylxanthine"@en
DB01412	"Theobromin"@en
DB01412	"Theobromine"@en
DB01419	"Antrafenine"@en
DB01420	"Testex"@en
DB01421	"(1R,2R,3S,4R,6S)-4,6-Diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside"@en
DB01421	"Aminosidin"@en
DB01421	"Aminosidine"@en
DB01421	"Catenulin"@en
DB01421	"Crestomycin"@en
DB01421	"Estomycin"@en
DB01421	"Hydroxymycin"@en
DB01421	"Monomycin a"@en
DB01421	"Neomycin e"@en
DB01421	"Paromomicina"@en
DB01421	"PAROMOMYCIN"@en
DB01421	"Paromomycin i"@en
DB01421	"Paromomycine"@en
DB01421	"Paromomycinum"@en
DB01421	"Paucimycin"@en
DB01421	"Paucimycinum"@en
DB01421	"R 400"@en
DB01421	"R-400"@en
DB01421	"Zygomycin a1"@en
DB01422	"5-Nitro-8-hydroxyquinoline"@en
DB01422	"5-Nitro-8-oxyquinoline"@en
DB01422	"5-Nitro-8-quinolinol"@en
DB01422	"5-Nitrox"@en
DB01422	"5-NOK"@en
DB01422	"5NOK"@en
DB01422	"8-Hydroxy-5-nitroquinoline"@en
DB01422	"Nitroxolina"@en
DB01422	"Nitroxolinum"@en
DB01423	"Stepronin"@en
DB01423	"Stepronine"@en
DB01423	"Stepronino"@en
DB01423	"Steproninum"@en
DB01423	"Tiofacic"@en
DB01424	"(Dimethylamino)phenazone"@en
DB01424	"1-Phenyl-2,3-dimethyl-4-(dimethylamino)-5-pyrazolone"@en
DB01424	"1-Phenyl-2,3-dimethyl-4-dimethylaminopyrazol-5-one"@en
DB01424	"1,5-Dimethyl-4-dimethylamino-2-phenyl-3-pyrazolone"@en
DB01424	"2,3-Dimethyl-4-dimethylamino-1-phenyl-5-pyrazolone"@en
DB01424	"3-Keto-1,5-dimethyl-4-dimethylamino-2-phenyl-2,3-dihydropyrazole"@en
DB01424	"4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one"@en
DB01424	"4-(Dimethylamino)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one"@en
DB01424	"4-(Dimethylamino)antipyrine"@en
DB01424	"4-Dimethylamino-1-phenyl-2,3-dimethylpyrazolone"@en
DB01424	"4-Dimethylamino-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one"@en
DB01424	"4-Dimethylamino-2,3-dimethyl-1-phenyl-5-pyrazolone"@en
DB01424	"4-Dimethylaminoantipyrine"@en
DB01424	"4-Dimethylaminophenazone"@en
DB01424	"Aminofenazona"@en
DB01424	"Aminofenazone"@en
DB01424	"Aminophenazon"@en
DB01424	"Aminophenazonum"@en
DB01424	"Aminopyrine"@en
DB01424	"Dimethylaminoantipyrine"@en
DB01424	"Dimethylaminoazophene"@en
DB01424	"Dimethylaminophenazon"@en
DB01424	"Dimethylaminophenazone"@en
DB01424	"Dimethylaminophenyldimethylpyrazolone"@en
DB01424	"Dipyrine"@en
DB01425	"Alizaprida"@en
DB01425	"Alizapridum"@en
DB01425	"Plitican"@en
DB01426	"(+)-Ajmaline"@en
DB01426	"(5AR,6S,8S,10S,11S,11as,12ar,13R)-5-methyl-5a,6,8,9,10,11,11a,12-octahydro-5H-6,10:11,12a-dimethanoindolo[3,2-b]quinolizine-8,13-diol"@en
DB01426	"Ajmalin"@en
DB01428	"(2-Hydroxy-4-methoxyphenyl)phenylmethanone"@en
DB01428	"2-Benzoyl-5-methoxyphenol"@en
DB01428	"2-Hydroxy-4-methoxybenzophenone"@en
DB01428	"4-Methoxy-2-hydroxybenzophenone"@en
DB01428	"4-Methoxy-2-hydroxybenzophenone butyric acid"@en
DB01428	"Benzophenone-3"@en
DB01428	"Oxibenzona"@en
DB01428	"Oxybenzonum"@en
DB01429	"Aprindina"@en
DB01429	"Aprindine"@en
DB01429	"Aprindinum"@en
DB01429	"Compound 99170"@en
DB01429	"SID50112831"@en
DB01429	"SID90340712"@en
DB01430	"2,4-Bis(allylamino)-6-(4-(bis(P-fluorophenyl)methyl)-1-piperazinyl)-S-triazine"@en
DB01430	"Almitrina"@en
DB01430	"Almitrinum"@en
DB01431	"Allyl estrenol"@en
DB01431	"Allyloestrenol"@en
DB01431	"Perselin"@en
DB01433	"Acetilmetadol"@en
DB01433	"Acetylmethadol"@en
DB01433	"Acetylmethadolum"@en
DB01433	"Betamethadol"@en
DB01434	"4-estrene-3,17-dione"@en
DB01434	"delta4-Estrene-3,17-dione"@en
DB01434	"NOR"@en
DB01439	"3-Methyl-thiofentanyl"@en
DB01441	"5-MeO-DIPT"@en
DB01441	"5-methoxy-N,N-bis(1-methylethyl)-1H-Indole-3-ethanamine"@en
DB01441	"Foxy"@en
DB01441	"Foxy methoxy"@en
DB01442	"(+-)-mmda"@en
DB01442	"3-Methoxy-4,5-methylenedioxyphenylisopropylamine"@en
DB01442	"3-Methoxy-alpha-methyl-4,5-methylenedioxyphenethylamine"@en
DB01442	"3-METHOXY-METHYLENEDIOXYAMPHETAMINE"@en
DB01442	"5-Methoxy-3,4-methylenedioxyamphetamine"@en
DB01442	"Amphetamine, 3,4-methylenedioxy-5-methoxy"@en
DB01443	"(8R,9S,10R,13S,14S)-13-Methyl-1,2,4,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-3,17-dione"@en
DB01443	"(8R,9S,10R,13S,14S)-13-Methyl-1,2,4,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthrene-3,17-quinone"@en
DB01443	"3β,17β-dihydroxyestr-5-ene and 3α,17β-dihydroxyestr-5-ene"@en
DB01443	"estr-5-en-3,17-dione"@en
DB01444	"Dimethibutin"@en
DB01444	"Ohton"@en
DB01446	"164E"@en
DB01446	"3-IT"@en
DB01446	"AMT"@en
DB01446	"Indopan"@en
DB01446	"IT-290"@en
DB01446	"IT-403"@en
DB01446	"αMT"@en
DB01452	"(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-17-methylmorphinan-3,6-diol diacetate (ester)"@en
DB01452	"3,6-Diacetylmorphine"@en
DB01452	"7,8-Dihydro-4,5-alpha-epoxy-17-methylmorphinan-3,6-alpha-diol diacetate"@en
DB01452	"diacetylmorphine"@en
DB01452	"diamorphine"@en
DB01452	"Heroin"@en
DB01452	"morphine diacetate"@en
DB01452	"O,O'-diacetylmorphine"@en
DB01454	"Ecstasy"@en
DB01454	"MDMA"@en
DB01456	"1,(a)-Androstene-3,17-Dione"@en
DB01456	"5α-Androst-1-ene-3,17-dione"@en
DB01456	"androst-5-en-3,17-dione"@en
DB01459	"1-[1-(3-Cyano-3,3-diphenylpropyl)-4-piperidinyl]-1,3-dihydro-3-(1-oxopropyl)-2H-benzimidazol-2-one"@en
DB01460	"3-(2-Diethylaminoethyl)indole"@en
DB01460	"N,N-Diethyl-2-(1H-indol-3-yl)ethanamine"@en
DB01461	"dimenoxadole"@en
DB01461	"estocin"@en
DB01466	"Dionine"@en
DB01466	"Ethyl morphine"@en
DB01466	"Ethylmorphine"@en
DB01466	"SID144206163"@en
DB01466	"SID50113064"@en
DB01470	"alpha-methylthiofentanyl"@en
DB01478	"1-Methyl-4-phenyl-4-piperidinol propionate"@en
DB01478	"1-Methyl-4-phenyl-4-propionoxypiperidine"@en
DB01478	"3-Demethylprodine"@en
DB01478	"MPPP"@en
DB01478	"PPMP"@en
DB01481	"1-T"@en
DB01481	"1-Testo"@en
DB01481	"1-testosterone"@en
DB01481	"17beta-hydroxy-5alpha-androst-1-en-3-one"@en
DB01482	"Fenethylline"@en
DB01482	"Fenethylline hcl"@en
DB01482	"Fenetylline"@en
DB01482	"SID144206449"@en
DB01485	"(17β)-4,17-dihydroxyandrost-4-en-3-one"@en
DB01485	"4,17-Dihydroxy-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one"@en
DB01485	"4,17beta-dihydroxy-4-androstene-3-one"@en
DB01485	"4,17β-Dihydroxy-4-androstene-3-one"@en
DB01485	"4OH-T"@en
DB01486	"(+)-norephedrin"@en
DB01486	"(+)-Norpseudoephedrine"@en
DB01486	"(1S,2R)-(+)-Norephedrine"@en
DB01486	"D-Cathine"@en
DB01486	"D-norephedrine"@en
DB01486	"D-phenylpropanolamine"@en
DB01486	"Katine"@en
DB01486	"norpseudoephedrine"@en
DB01486	"Pseudonorephedrine"@en
DB01486	"β-hydroxyamphetamine"@en
DB01497	"Etorphinum"@en
DB01509	"Tenamfetamine"@en
DB01515	"(-)-benzoylecgonine"@en
DB01515	"Benzoylecgonine hydrate"@en
DB01515	"Benzoylecgonine solution"@en
DB01515	"Benzoylecogonine"@en
DB01515	"Ecgonine benzoate"@en
DB01515	"O-benzoyl-(-)-ecgonine"@en
DB01515	"O-benzoylecgonine"@en
DB01520	"TCP"@en
DB01532	"Acetyl-alpha-methylfentanyl"@en
DB01532	"alphamethylacetylfentanyl"@en
DB01534	"2-methyl-4-(2,2,2-trichloro-1-hydroxy-ethoxy)pentan-2-ol"@en
DB01534	"2-Methyl-4-(2,2,2-trichloro-1-hydroxyethoxy)-2-pentanol"@en
DB01534	"2-methyl-4-(2,2,2-trichloro-1-hydroxyethoxy)pentan-2-ol"@en
DB01534	"2-Pentanol"@en
DB01534	"Cloralodol"@en
DB01534	"Lora"@en
DB01534	"Mecoral"@en
DB01534	"Medodorm"@en
DB01534	"Merchloral"@en
DB01535	"Carfentanyl"@en
DB01536	"4-Androstene-3,17-dione"@en
DB01540	"17alpha-methyl-4-hydroxy-17beta-hydroxyestr-4-en-3-one"@en
DB01540	"17α-Methyl-4-hydroxynandrolone"@en
DB01540	"4-Hydroxy-19-normethyltestosterone"@en
DB01541	"1-Dehydrotestosterone"@en
DB01541	"1,2-Dehydrotestosterone"@en
DB01541	"1,2-Didehydrotestosterone"@en
DB01541	"1,4-Androstadien-17beta-ol-3-one"@en
DB01541	"1,4-androstadiene-3-one-17beta-ol"@en
DB01541	"17-beta-Hydroxy-17-alpha-1,4-androstadien-3-one"@en
DB01541	"17-beta-Hydroxyandrosta-1,4-dien-3-one"@en
DB01541	"17beta-Boldenone"@en
DB01541	"17beta-Hydroxyandrosta-1,4-dien-3-one"@en
DB01541	"17beta-Hydroxyandrosta-1,4-diene-3-one"@en
DB01541	"Boldenona"@en
DB01541	"Boldenonum"@en
DB01541	"dehydrotestosterone"@en
DB01541	"delta1-Testosterone"@en
DB01545	"Meilax"@en
DB01546	"Etryptamine"@en
DB01546	"α-ethyltryptamine"@en
DB01546	"αET"@en
DB01549	"1-(1-phenylcyclohexyl)pyrrolidine"@en
DB01549	"PCPy"@en
DB01549	"Pyrrolidine analog of phencyclidine"@en
DB01549	"Roliciclidina"@en
DB01549	"Rolicyclidinum"@en
DB01550	"Fenorex"@en
DB01550	"Perphoxene"@en
DB01552	"4-piperidinol, 3-ethyl-1-methyl-4-phenyl-, propionate ester"@en
DB01552	"(3-ethyl-1-methyl-4-phenyl-piperidin-4-yl) propanoate"@en
DB01552	"(3-ethyl-1-methyl-4-phenylpiperidin-4-yl) propanoate"@en
DB01552	"207-407-4"@en
DB01552	"468-50-8"@en
DB01552	"AC1L1UK6"@en
DB01552	"beta-1-Methyl-3-ethyl-4-phenyl-4-propionoxy-piperidin"@en
DB01552	"beta-3-Ethyl-1-methyl-4-phenyl-4-propionoxypiperidine"@en
DB01552	"Betameprodina"@en
DB01552	"Betameprodinum"@en
DB01552	"Meprodine"@en
DB01552	"Nu 1732"@en
DB01552	"Nu-1932"@en
DB01552	"propionic acid (3-ethyl-1-methyl-4-phenyl-4-piperidyl) ester"@en
DB01557	"alpha-methylfentanyl"@en
DB01561	"5alpha-Androstan-3,17-dione"@en
DB01562	"1-(2-Phenethyl)-4-phenyl-4-acetoxypiperidine"@en
DB01562	"1-phenethyl-4-phenyl-4-piperidinol acetate"@en
DB01562	"PEPAP"@en
DB01564	"17-beta-Hydroxy-7-beta,17-alpha-dimethylandrost-4-ene-3-one"@en
DB01564	"17beta-Hydroxy-7beta,17-dimethylandrost-4-en-3-one"@en
DB01564	"17beta-Hydroxy-7beta,17alpha-dimethylandrost-4-ene-3-one"@en
DB01564	"7-beta,17-alpha-Dimethyl testosterone"@en
DB01564	"7-beta,17-Dimethyltestosterone"@en
DB01564	"7beta,17-Dimethyltestosterone"@en
DB01564	"7beta,17alpha-Dimethyltestosterone"@en
DB01564	"Calusteron"@en
DB01564	"Calusterona"@en
DB01564	"Calusteronum"@en
DB01564	"CLS"@en
DB01569	"(11a,17b)-11,17-dihydroxy-17-methyl-3-oxo-Androsta-1,4-diene-2-carboxaldehyde"@en
DB01569	"11a,17b-Dihydroxy-17-methyl-3-oxo-Androsta-1,4-diene-2-carboxaldehyde"@en
DB01569	"11a,17b-Dihydroxy-17-methyl-3-oxoandrosta-1,4-diene-2-carboxaldehyde"@en
DB01569	"2-Formyl-11a-hydroxy-D1-methyltestosterone"@en
DB01569	"2-Formyl-17a-methylandrosta-1,4-dien-11a,17b-diol-3-one"@en
DB01569	"2-Formyl-17a-methylandrosta-1,4-diene-11a,17b-dihydroxy-3-one"@en
DB01569	"2-Formyl-17a-methylandrosta-1,4-diene-11a,17b-diol-3-one"@en
DB01569	"219-523-2"@en
DB01569	"2454-11-7"@en
DB01569	"Esiclene"@en
DB01569	"Formyldienolone"@en
DB01569	"Hubernol"@en
DB01570	"Beta-hydroxy-3-methylfentanyl"@en
DB01570	"OMF"@en
DB01570	"β-hydroxy-3-methylfentanyl"@en
DB01571	"3-MF"@en
DB01571	"mefentanyl"@en
DB01578	"Amipaque"@en
DB01580	"Oxprenolol"@en
DB01580	"Oxprenololum"@en
DB01588	"Centrax"@en
DB01588	"Prazepamum"@en
DB01592	"26Fe"@en
DB01592	"Eisen"@en
DB01592	"Fe"@en
DB01592	"fer"@en
DB01592	"Ferrum"@en
DB01592	"Hierro"@en
DB01592	"Iron"@en
DB01597	"(L)-7-(2-Amino-2-carboxy-ethylsulfanyl)-2-[(2,2-dimethyl-cyclopropanecarbonyl)-amino]-hept-2-enoic acid"@en
DB01597	"(Z)-(S)-6-Carboxy-6-[(S)-2,2-dimethylcyclopropanecarboxamido]hex-5-enyl-L-cysteine"@en
DB01597	"(Z)-7-((R)-2-Amino-2-carboxy-ethylsulfanyl)-2-[((S)-2,2-dimethyl-cyclopropanecarbonyl)-amino]-hept-2-enoic acid"@en
DB01597	"Cilastatina"@en
DB01597	"Cilastatine"@en
DB01597	"Cilastatinum"@en
DB01599	"4,4'- (Isopropylidenedithio)bis(2,6-di-tert-butylphenol)"@en
DB01599	"Acetone bis(3,5-di-tert-butyl-4-hydroxyphenyl) mercaptole"@en
DB01599	"Biphenabid"@en
DB01599	"Bisbid"@en
DB01599	"Bisphenabid"@en
DB01599	"DH-581"@en
DB01599	"Lesterol"@en
DB01599	"Lorelco"@en
DB01599	"Lurselle"@en
DB01599	"Probucolum"@en
DB01599	"Serterol"@en
DB01599	"Superlipid"@en
DB01608	"10-(3-(4-Hydroxypiperidino)propyl)phenothiazine-2-carbonitrile"@en
DB01608	"2-Cyano-10-(3-(4-hydroxy-1-piperidyl)propyl)phenothiazine"@en
DB01608	"2-Cyano-10-(3-(4-hydroxypiperidino)propyl)phenothiazine"@en
DB01608	"Cyano-3 ((hydroxy-4 piperidyl-1)-3 propyl)-10 phenothiazine"@en
DB01608	"Periciazina"@en
DB01608	"Periciazine"@en
DB01608	"Periciazinum"@en
DB01608	"Pericyazine"@en
DB01608	"Piperocyanomazine"@en
DB01608	"Propericiazine"@en
DB01613	"(2R*,3S)-rel-1,2,3,4-butanetetroltetranitrate"@en
DB01613	"1,2,3,4-Butanetetralyl tetranitrate"@en
DB01613	"Eritrityl tetranitrate"@en
DB01613	"Eritrityli tetranitras"@en
DB01613	"Erythritol tetranitrate"@en
DB01613	"Erythrol tetranitrate"@en
DB01613	"ETN"@en
DB01613	"Meso-erythritol tetranitrate"@en
DB01613	"Tetranitrate d'eritrityle"@en
DB01613	"Tetranitrato de eritritilo"@en
DB01613	"Tetranitrin"@en
DB01613	"Tetranitrol"@en
DB01615	"10-(2-(Dimethylamino)propyl)phenothiazin-2-yl methyl ketone"@en
DB01615	"Aceprometazina"@en
DB01615	"Aceprometazinum"@en
DB01615	"Acepromethazine"@en
DB01616	"Alverina"@en
DB01616	"Alverinum"@en
DB01616	"Bis(gamma-phenylpropyl)ethylamine"@en
DB01616	"Di(phenylpropyl)ethylamine"@en
DB01616	"N-Ethyl-3-phenyl-N-(3-phenylpropyl)-1-propanamine"@en
DB01616	"N-Ethyl-3,3'-diphenyldipropylamine"@en
DB01616	"N-Ethyl-N-(3-phenylpropyl)benzenepropanamine"@en
DB01616	"N,N-Bis(3-phenylpropyl)ethylamine"@en
DB01616	"Phenopropamine"@en
DB01616	"Phenpropamine"@en
DB01619	"Fenindamina"@en
DB01619	"Nolahist"@en
DB01619	"Phenindamine"@en
DB01619	"Phenindaminum"@en
DB01619	"Phenindiamine"@en
DB01619	"Thephorin"@en
DB01622	"(Thioproperazine)-2-dimethylsulfamido-(10-(3-1-methylpiperazinyl-4)propyl)-phenothiazine"@en
DB01622	"2-Dimethylsulfamido-(10-(3-1-methylpiperazinyl-4)propyl)-phenothiazine"@en
DB01622	"N,N-Dimethyl-10-[3-(4-methyl-1-piperazinyl)propyl]-10H-phenothiazine-2-sulfonamide"@en
DB01622	"N,N-Dimethyl-10-[3-(4-methyl-1-piperazinyl)propyl]phenothiazine-2-sulfonamide"@en
DB01622	"Thioperazine"@en
DB01622	"Thioproperazin"@en
DB01622	"Thioproperazinum"@en
DB01622	"Tioproferazina"@en
DB01622	"Tioproperazina"@en
DB01625	"Isopropamide"@en
DB01625	"SID11112197"@en
DB01625	"SID144203913"@en
DB01626	"Eutonyl"@en
DB01626	"Eutron"@en
DB01626	"Pargyline"@en
DB01626	"SID11111668"@en
DB01626	"SID11111669"@en
DB01626	"SID90340843"@en
DB01628	"5-chloro-2-(6-Methylpyridin-3-yl)-3-(4-(methylsulfonyl)phenyl)pyridine"@en
DB01628	"5-Chloro-3-(4-methanesulfonyl-phenyl)-6'-methyl-[2,3']bipyridinyl"@en
DB01628	"5-chloro-6'-Methyl-3-(P-(methylsulfonyl)phenyl)-2,3'-bipyridine"@en
DB01628	"ETORICOXIB"@en
DB01628	"Etoricoxibum"@en
DB01628	"L791456"@en
DB01629	"5-Fluoro-uridine"@en
DB01629	"5-Fluorouracil 1beta-D-ribofuranoside"@en
DB01629	"5-Fur"@en
DB01629	"FUrd"@en
DB01632	"5-Phospho-alpha-D-ribose 1-diphosphate"@en
DB01632	"5-Phosphoribosyl 1-pyrophosphate"@en
DB01632	"5-PHOSPHORYLRIBOSE-1-PYROPHOSPHATE"@en
DB01632	"Phosphoribosylpyrophosphate"@en
DB01632	"Ribofuranose, 5-phosphate 1-pyrophosphate"@en
DB01638	"(−)-sorbitol"@en
DB01638	"D-glucitol"@en
DB01638	"L-Gulitol"@en
DB01643	"2'-Deoxythymidine 5'-monophosphate"@en
DB01643	"3'-Thymidylic acid"@en
DB01643	"3'-Tmp"@en
DB01643	"5-Methyl-dUMP"@en
DB01643	"5'-dTMP"@en
DB01643	"5'-Thymidylic acid"@en
DB01643	"5'-TMP"@en
DB01643	"Deoxy TMP"@en
DB01643	"Deoxyribosylthymine monophosphate"@en
DB01643	"Deoxythymidine 5'-monophosphate"@en
DB01643	"Deoxythymidine 5'-phosphate"@en
DB01643	"Deoxythymidine monophosphate"@en
DB01643	"Deoxythymidine phosphate"@en
DB01643	"Deoxythymidylic acid"@en
DB01643	"Deoxythymydilic acid"@en
DB01643	"DTMP"@en
DB01643	"Octothymidylate"@en
DB01643	"Poly t"@en
DB01643	"Poly(DT)"@en
DB01643	"Poly(t)"@en
DB01643	"Polydeoxyribothymidylic acid"@en
DB01643	"Polydeoxythymidylic acid"@en
DB01643	"Polythymidine"@en
DB01643	"Polythymidylic acid"@en
DB01643	"Thymidine 5'-(dihydrogen phosphate)"@en
DB01643	"Thymidine 5'-phosphate"@en
DB01643	"Thymidine 5'-phosphoric acid"@en
DB01643	"Thymidine 5'MP"@en
DB01643	"Thymidine mononucleotide"@en
DB01643	"Thymidine monophosphate"@en
DB01643	"Thymidine phosphate"@en
DB01643	"Thymidine-5'-Monophosphate"@en
DB01643	"Thymidine-5'-monophosphoric acid"@en
