"drugid","name","atc"
"DB06729","Sulfaphenazole","J01ED08"
"DB06738","Ketobemidone","N02AB01"
"DB06742","Ambroxol","R05CB06"
"DB06751","Drotaverine","A03AD02"
"DB06766","Alcaftadine","S01GX11"
"DB06771","Besifloxacin","S01AE08"
"DB06772","Cabazitaxel","L01CD04"
"DB06775","CarglumicAcid","A16AA05"
"DB06777","Chenodeoxycholicacid","A05AA01"
"DB06779","Dalteparin","B01AB04"
"DB06781","Difluprednate","D07AC19"
"DB06782","Dimercaprol","V03AB09"
"DB06795","Mafenide","D06BA03"
"DB06802","Nepafenac","S01BC10"
"DB06803","Niclosamide","P02DA01"
"DB06809","Plerixafor","L03AX16"
"DB06810","Plicamycin","L01DC02"
"DB06811","Polidocanol","C05BB02"
"DB06813","Pralatrexate","L01BA05"
"DB06817","Raltegravir","J05AX08"
"DB06822","Tinzaparin","B01AB10"
"DB07402","Azapropazone","M01AX04"
"DB08604","Triclosan","D08AE04"
"DB08792","Diloxanide","P01AC01"
"DB08795","Azidocillin","J01CE04"
"DB08796","Pipazethate","R05DB11"
"DB08797","Salicylamide","N02BA05"
"DB08798","Sulfamoxole","J01EC03"
"DB08799","Antazoline","R01AC04"
"DB08800","Chloropyramine","D04AA09"
"DB08801","Dimetindene","D04AA13"
"DB08802","Isothipendyl","D04AA22"
"DB08803","Tymazoline","R01AA13"
"DB08806","Roxatidineacetate","A02BA06"
"DB08807","Bopindolol","C07AA17"
"DB08808","Bupranolol","C07AA19"
"DB08811","Tofisopam","N05BA23"
"DB08813","Nadroparin","B01AB06"
"DB08814","Triflusal","B01AC18"
"DB08815","Lurasidone","N05AE05"
"DB08816","Ticagrelor","B01AC24"
"DB08818","Hyaluronan","D03AX05"
"DB08819","Tafluprost","S01EE05"
"DB08820","Ivacaftor","R07AX02"
"DB08822","Azilsartanmedoxomil","C09CA09"
"DB08826","Deferiprone","V03AC02"
"DB08827","Lomitapide","C10AX12"
"DB08828","Vismodegib","L01XX43"
"DB08835","SpaglumicAcid","R01AC05"
"DB08836","Temocapril","C09AA14"
"DB08842","Acetylcarnitine","N06BX12"
"DB08860","Pitavastatin","C10AA08"
"DB08864","Rilpivirine","J05AG05"
"DB08865","Crizotinib","L01XE16"
"DB08868","Fingolimod","L04AA27"
"DB08869","Tesamorelin","H01AC06"
"DB08870","Brentuximabvedotin","L01XC12"
"DB08871","Eribulin","L01XX41"
"DB08873","Boceprevir","J05AE12"
"DB08874","Fidaxomicin","A07AA12"
"DB08875","Cabozantinib","L01XE26"
"DB08876","TaligluceraseAlfa","A16AB11"
"DB08877","Ruxolitinib","L01XE18"
"DB08879","Belimumab","L04AA26"
"DB08880","Teriflunomide","L04AA31"
"DB08881","Vemurafenib","L01XE15"
"DB08882","Linagliptin","A10BH05"
"DB08883","Perampanel","N03AX22"
"DB08885","Aflibercept","L01XX44"
"DB08888","Ocriplasmin","S01XA22"
"DB08889","Carfilzomib","L01XX45"
"DB08890","Linaclotide","A06AX04"
"DB08893","Mirabegron","G04BD12"
"DB08894","Peginesatide","B03XA04"
"DB08895","Tofacitinib","L04AA29"
"DB08896","Regorafenib","L01XE21"
"DB08898","Glucarpidase","V03AF09"
"DB08899","Enzalutamide","L02BB04"
"DB08900","Teduglutide","A16AX08"
"DB08901","Ponatinib","L01XE24"
"DB08902","Raxibacumab","J06BB18"
"DB08903","Bedaquiline","J04AK05"
"DB08904","Certolizumabpegol","L04AB05"
"DB08905","Formestane","L02BG02"
"DB08906","Fluticasonefuroate","R01AD12"
"DB08907","Canagliflozin","A10BX11"
"DB08908","Dimethylfumarate","N07XX09"
"DB08909","GlycerolPhenylbutyrate","A16AX09"
"DB08910","Pomalidomide","L04AX06"
"DB08911","Trametinib","L01XE25"
"DB08912","Dabrafenib","L01XE23"
"DB08916","Afatinib","L01XE13"
"DB08928","Arsthinol","P01AR01"
"DB08930","Dolutegravir","J05AX12"
"DB08932","MACITENTAN","C02KX04"
"DB08934","Sofosbuvir","J05AX15"
"DB08935","Obinutuzumab","L01XC15"
"DB08936","Chlorcyclizine","R06AE04"
"DB08941","Isoxsuprine","C04AA01"
"DB08943","Isoconazole","D01AC05"
"DB08944","Isoaminile","R05DB04"
"DB08946","Iopanoicacid","V08AC06"
"DB08947","Iopamidol","V08AB04"
"DB08954","Ifenprodil","C04AX28"
"DB08957","Hexoprenaline","R03AC06"
"DB08958","Hexetidine","A01AB12"
"DB08964","Gemeprost","G02AD03"
"DB08965","Fusafungine","R02AB03"
"DB08967","Dimetotiazine","N02CX05"
"DB08971","Fluocortolone","C05AA08"
"DB08974","Flubendazole","P02CA05"
"DB08976","Floctafenine","N02BG04"
"DB08977","Fibrinolysin","B01AD05"
"DB08979","Fenspiride","R03BX01"
"DB08981","Fenbufen","M01AE05"
"DB08983","Etofibrate","C10AB09"
"DB08984","Etofenamate","M02AA06"
"DB08987","Etidocaine","N01BB07"
"DB08990","Eprazinone","R05CB04"
"DB08992","Eperisone","M03BX09"
"DB08994","Ditazole","B01AC01"
"DB08995","Diosmin","C05CA03"
"DB08996","Dimetacrine","N06AA18"
"DB09000","Cyamemazine","N05AA06"
"DB09002","Cloperastine","R05DB21"
"DB09008","Cephaloridine","J01DB02"
"DB09009","Articaine","N01BB08"
"DB09012","Carbazochrome","B02BX02"
"DB09014","Captodiame","N05BB02"
"DB09015","PotassiumCanrenoate","C03DA02"
"DB09016","Butriptyline","N06AA15"
"DB09017","Brotizolam","N05CD09"
"DB09018","Bromopride","A03FA04"
"DB09019","Bromhexine","R05CB02"
"DB09020","Bisacodyl","A06AB02"
"DB09021","Benzoctamine","N05BD01"
"DB09024","FollitropinAlpha","G03GA05"
"DB09026","Aliskiren","C09XA02"
"DB09029","Secukinumab","L04AC10"
